cfbd_game_id,sched_game_id,season,week,date,home,away,home_margin,home_win,diff_Id,diff_PregameElo,elevation,latitude,longitude,capacity,homeConference_American Athletic,homeConference_Big 12,homeConference_Big East,homeConference_Big Sky,homeConference_Big South,homeConference_Big Ten,homeConference_CAA,homeConference_Conference USA,homeConference_FBS Independents,homeConference_Ivy,homeConference_Mid-American,homeConference_Mountain West,homeConference_OVC,homeConference_Pac-10,homeConference_Pac-12,homeConference_SEC,homeConference_Sun Belt,homeConference_Western Athletic,awayConference_AWC,awayConference_American Athletic,awayConference_Atlantic 10,awayConference_Atlantic Sun,awayConference_Big 12,awayConference_Big East,awayConference_Big Sky,awayConference_Big South,awayConference_Big South-OVC,awayConference_Big Ten,awayConference_CAA,awayConference_Conference USA,awayConference_FBS Independents,awayConference_FCS Independents,awayConference_Great West,awayConference_MEAC,awayConference_MVFC,awayConference_Mid-American,awayConference_Mountain West,awayConference_NEC,awayConference_OVC,awayConference_Pac-10,awayConference_Pac-12,awayConference_Patriot,awayConference_Pioneer,awayConference_SEC,awayConference_SWAC,awayConference_Southern,awayConference_Southland,awayConference_Sun Belt,awayConference_UAC,awayConference_Unknown,awayConference_Western Athletic,conf_home_aac,conf_home_acc,conf_home_big-east,conf_home_big10,conf_home_big12,conf_home_cusa,conf_home_ind,conf_home_mac,conf_home_mwc,conf_home_pac12,conf_home_sec,conf_home_sun-belt,conf_home_wac,conf_away_aac,conf_away_acc,conf_away_big-east,conf_away_big10,conf_away_big12,conf_away_cusa,conf_away_ind,conf_away_mac,conf_away_mwc,conf_away_pac12,conf_away_sec,conf_away_sun-belt,conf_away_wac
24362,13314,2018,6.0,2018-10-06,Cincinnati,Tulane,16.0,1,-523,59.0,230.0660553,39.1312495,-84.5161913,40000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
24359,13315,2018,6.0,2018-10-06,Temple,East Carolina,43.0,1,67,222.0,3.198706865,39.9007995,-75.1675414,69879.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
24363,13316,2018,6.0,2018-10-06,Michigan State,Northwestern,-10.0,0,50,21.0,254.8794861,42.7281474,-84.4848526,75005.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
24371,13317,2018,6.0,2018-10-06,Central Michigan,Buffalo,-10.0,0,33,-84.0,240.9007721,43.5777313,-84.7709904,30255.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
24369,13318,2018,6.0,2018-10-06,Western Michigan,Eastern Michigan,3.0,1,512,-8.0,243.8211212,42.2860064,-85.6007573,30200.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
24368,13319,2018,6.0,2018-10-06,Michigan,Maryland,21.0,1,10,406.0,255.5500031,42.2658365,-83.7486956,107601.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
24360,13321,2018,6.0,2018-10-06,West Virginia,Kansas,16.0,1,-2028,370.0,327.409668,39.6502744,-79.9551873,60000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
24367,13322,2018,6.0,2018-10-06,South Carolina,Missouri,2.0,1,2437,-42.0,60.54548645,33.9730239,-81.0191726,80250.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
24361,13324,2018,6.0,2018-10-06,Rutgers,Illinois,-21.0,0,-192,-204.0,8.543146133,40.5136754,-74.4655737,52454.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
24415,13336,2018,6.0,2018-10-06,Toledo,Bowling Green,16.0,1,2460,445.0,181.4839783,41.6574777,-83.6135652,26038.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
